CAP_Round,College Code,Institute,Location,Status,Branch Code,Branch,DEFOPENS_Rank,DEFOBCS_Rank,DEFROBCS_Rank,DEFRNT1S_Rank,DEFRNT2S_Rank,DEFRNT3S_Rank,DEFRSCS_Rank,DEFRVJS_Rank,EWS_Rank,GNT1H_Rank,GNT1O_Rank,GNT1S_Rank,GNT2H_Rank,GNT2O_Rank,GNT2S_Rank,GNT3H_Rank,GNT3O_Rank,GNT3S_Rank,GOBCO_Rank,GOBCS_Rank,GOBCH_Rank,GOPENH_Rank,GOPENO_Rank,GOPENS_Rank,GSCH_Rank,GSCO_Rank,GSCS_Rank,GSTH_Rank,GSTO_Rank,GSTS_Rank,GVJH_Rank,GVJO_Rank,GVJS_Rank,LNT1O_Rank,LNT1S_Rank,LNT2O_Rank,LNT2S_Rank,LNT3O_Rank,LNT3S_Rank,LOBCO_Rank,LOBCS_Rank,LOBCH_Rank,LOPENH_Rank,LOPENO_Rank,LOPENS_Rank,LSCH_Rank,LSCO_Rank,LSCS_Rank,LSTH_Rank,LSTO_Rank,LSTS_Rank,LVJH_Rank,LVJO_Rank,LVJS_Rank,MI_Rank,ORPHAN_Rank,PWDOPENH_Rank,PWDOPENS_Rank,PWDROBC_Rank,PWDROBCS_Rank,PWDRNT3S_Rank,PWDRSCS_Rank,PWDSCS_Rank,PWDRVJS_Rank,TFWS_Rank,DEFOPENS_Percentile,DEFOBCS_Percentile,DEFROBCS_Percentile,DEFRNT1S_Percentile,DEFRNT2S_Percentile,DEFRNT3S_Percentile,DEFRSCS_Percentile,DEFRVJS_Percentile,EWS_Percentile,GNT1H_Percentile,GNT1O_Percentile,GNT1S_Percentile,GNT2H_Percentile,GNT2O_Percentile,GNT2S_Percentile,GNT3H_Percentile,GNT3O_Percentile,GNT3S_Percentile,GOBCO_Percentile,GOBCS_Percentile,GOBCH_Percentile,GOPENH_Percentile,GOPENO_Percentile,GOPENS_Percentile,GSCH_Percentile,GSCO_Percentile,GSCS_Percentile,GSTH_Percentile,GSTO_Percentile,GSTS_Percentile,GVJH_Percentile,GVJO_Percentile,GVJS_Percentile,LNT1O_Percentile,LNT1S_Percentile,LNT2O_Percentile,LNT2S_Percentile,LNT3O_Percentile,LNT3S_Percentile,LOBCO_Percentile,LOBCS_Percentile,LOBCH_Percentile,LOPENH_Percentile,LOPENO_Percentile,LOPENS_Percentile,LSCH_Percentile,LSCO_Percentile,LSCS_Percentile,LSTH_Percentile,LSTO_Percentile,LSTS_Percentile,LVJH_Percentile,LVJO_Percentile,LVJS_Percentile,MI_Percentile,ORPHAN_Percentile,PWDOPENH_Percentile,PWDOPENS_Percentile,PWDROBC_Percentile,PWDROBCS_Percentile,PWDRNT3S_Percentile,PWDRSCS_Percentile,PWDSCS_Percentile,PWDRVJS_Percentile,TFWS_Percentile
1,2113,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Aurangabad,Un-Aided Autonomous,211361210,Mechanical Engineering,Null,Null,Null,Null,Null,Null,Null,Null,108299,Null,Null,126322,Null,Null,136673,Null,Null,128197,Null,140707,Null,Null,Null,117717,Null,Null,135141,Null,Null,Null,Null,Null,125662,Null,127132,Null,Null,Null,Null,Null,141152,Null,Null,Null,134835,Null,Null,142856,Null,Null,Null,Null,Null,136588,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,73151,Null,Null,Null,Null,Null,Null,Null,Null,42.4233825,Null,Null,24.1305891,Null,Null,11.1520155,Null,Null,21.9114832,Null,4.9294633,Null,Null,Null,33.2472877,Null,Null,13.3188183,Null,Null,Null,Null,Null,24.8864926,Null,23.2280676,Null,Null,Null,Null,Null,3.9846484,Null,Null,Null,13.5034179,Null,Null,0.8554032,Null,Null,Null,Null,Null,11.1520155,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,66.6716379
1,2113,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Aurangabad,Un-Aided Autonomous,211384410,Electronics and Computer Engineering,111698,Null,Null,Null,Null,Null,Null,Null,68790,Null,Null,89248,Null,Null,96725,Null,Null,83214,Null,91124,Null,Null,Null,77422,Null,Null,95103,Null,Null,Null,Null,Null,83062,Null,Null,Null,78327,Null,91723,Null,92696,Null,Null,Null,75914,Null,Null,112739,Null,Null,Null,Null,Null,84765,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,54787,39.0377062,Null,Null,Null,Null,Null,Null,Null,69.2172491,Null,Null,56.6563970,Null,Null,51.0567213,Null,Null,60.7504090,Null,55.2985075,Null,Null,Null,64.0952985,Null,Null,52.5521047,Null,Null,Null,Null,Null,60.8798115,Null,Null,Null,63.6910141,Null,54.6979992,Null,54.0043616,Null,Null,Null,65.0367935,Null,Null,38.8357386,Null,Null,Null,Null,Null,59.6839864,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,76.6166542
1,2114,"Deogiri Institute of Engineering and Management Studies, Aurangabad",Aurangabad,Un-Aided,211419110,Civil Engineering,Null,Null,Null,Null,Null,Null,Null,Null,85824,127439,106557,Null,112494,Null,Null,128975,Null,Null,141863,Null,142889,97690,109493,Null,121100,138932,Null,Null,Null,Null,107001,Null,Null,Null,Null,116163,Null,Null,Null,Null,Null,137050,95050,111754,Null,114763,127276,Null,Null,Null,Null,100525,133293,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,70764,Null,Null,Null,Null,Null,Null,Null,Null,58.7124464,22.9499823,43.2248410,Null,38.8357386,Null,Null,21.2207239,Null,Null,2.6969482,Null,0.8107670,50.2663166,41.0926455,Null,29.9996237,7.6246225,Null,Null,Null,Null,43.1162283,Null,Null,Null,Null,35.1345873,Null,Null,Null,Null,Null,10.6046914,52.5521047,39.0377062,Null,36.1619626,22.9499823,Null,Null,Null,Null,48.0589023,15.9127414,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,67.9544349
1,2114,"Deogiri Institute of Engineering and Management Studies, Aurangabad",Aurangabad,Un-Aided,211424210,Computer Science and Engineering,63600,Null,Null,Null,Null,Null,116093,Null,29781,47159,Null,Null,50610,36667,Null,Null,38522,Null,35824,Null,41090,33987,34227,Null,53486,43639,Null,63901,137711,Null,41290,Null,Null,Null,Null,Null,Null,Null,Null,41406,Null,34080,27508,30571,Null,35687,50047,Null,132307,64783,Null,Null,Null,Null,Null,110627,132081,Null,Null,Null,Null,Null,Null,Null,17961,71.6671025,Null,Null,Null,Null,Null,35.1726957,Null,87.7770341,79.8081214,Null,Null,78.3430016,84.7409510,Null,Null,84.0516274,Null,85.1907088,Null,82.8695230,86.0109616,85.9227307,Null,76.8406961,81.5104589,Null,71.6354089,9.3640105,Null,82.5401330,Null,Null,Null,Null,Null,Null,Null,Null,82.4643661,Null,86.0109616,88.7938441,87.4150328,Null,85.1907088,78.5775598,Null,17.0292573,71.3590844,Null,Null,Null,Null,Null,39.9066862,17.5985227,Null,Null,Null,Null,Null,Null,Null,92.8372688
1,2114,"Deogiri Institute of Engineering and Management Studies, Aurangabad",Aurangabad,Un-Aided,211437210,Electronics and Telecommunication Engg,99856,Null,Null,Null,Null,Null,Null,Null,49984,Null,Null,Null,76905,61513,Null,71447,Null,Null,64858,Null,72578,63365,56977,Null,79427,84522,Null,Null,Null,Null,67359,61059,Null,70978,Null,Null,Null,Null,Null,64153,Null,70404,61777,53151,Null,89744,81824,Null,Null,Null,Null,66972,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,42441,49.0455617,Null,Null,Null,Null,Null,Null,Null,78.5775598,Null,Null,Null,64.2666767,73.1851907,Null,67.5703113,Null,Null,71.2687819,Null,66.9527897,71.8303504,75.1687111,Null,62.7344336,59.8623853,Null,Null,Null,Null,69.6924231,73.2701208,Null,67.7119280,Null,Null,Null,Null,Null,71.6354089,Null,68.3823818,73.0265619,76.9213416,Null,55.9130075,61.4328470,Null,Null,Null,Null,69.7774101,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,82.2266135
1,2114,"Deogiri Institute of Engineering and Management Studies, Aurangabad",Aurangabad,Un-Aided,211461210,Mechanical Engineering,Null,Null,Null,Null,Null,Null,Null,Null,82967,129764,Null,Null,122543,Null,Null,Null,116807,Null,128903,Null,125891,92130,107912,Null,115890,134951,Null,Null,Null,Null,94892,103749,Null,Null,Null,138712,Null,Null,Null,128818,Null,138361,97980,98904,Null,114093,129912,Null,Null,Null,Null,137658,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,64205,Null,Null,Null,Null,Null,Null,Null,Null,60.8798115,20.3198986,Null,Null,28.3793174,Null,Null,Null,34.1365462,Null,21.2207239,Null,24.5412844,54.6296296,42.5530244,Null,35.1726957,13.3235504,Null,Null,Null,Null,52.5567137,45.9472716,Null,Null,Null,7.7808076,Null,Null,Null,21.2207239,Null,8.7187144,49.6513702,49.5548073,Null,36.5842646,20.1485207,Null,Null,Null,Null,9.3640105,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,71.4000828
1,2114,"Deogiri Institute of Engineering and Management Studies, Aurangabad",Aurangabad,Un-Aided,211491110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),43515,Null,87487,Null,Null,Null,Null,Null,41121,Null,85827,Null,Null,52240,Null,51300,Null,Null,48955,Null,52052,43570,46597,Null,65199,68521,Null,Null,Null,Null,48171,Null,Null,Null,Null,Null,Null,Null,Null,57776,Null,52750,41240,43624,Null,56246,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,20430,81.8534982,Null,58.0840122,Null,Null,Null,Null,Null,82.8695230,Null,58.7124464,Null,Null,77.7994669,Null,78.1143775,Null,Null,79.3939394,Null,77.9969992,81.8534982,80.2375547,Null,71.1698646,69.3042857,Null,Null,Null,Null,79.5863208,Null,Null,Null,Null,Null,Null,Null,Null,75.1338688,Null,77.4193548,82.5401330,81.5104589,Null,75.3496766,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,91.7514817
1,2116,"Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded",Nanded,Un-Aided,211619110,Civil Engineering,Null,Null,Null,Null,Null,Null,Null,Null,93064,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,139486,142960,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,139334,108215,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,53.8156961,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,6.5686569,0.6544697,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7.2152396,42.5530244,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
1,2116,"Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded",Nanded,Un-Aided,211624210,Computer Science and Engineering,92818,Null,Null,Null,Null,Null,Null,Null,80728,92491,Null,Null,Null,118114,Null,Null,Null,Null,90626,Null,95558,82268,85417,Null,95421,87271,Null,Null,Null,Null,88054,Null,Null,Null,Null,Null,Null,97752,Null,Null,Null,69917,80053,80252,Null,84617,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,60996,53.8156961,Null,Null,Null,Null,Null,Null,Null,61.6881259,54.0043616,Null,Null,Null,32.6609746,Null,Null,Null,Null,55.4490884,Null,52.2466614,61.2935921,58.7429854,Null,52.2466614,58.0840122,Null,Null,Null,Null,56.9822530,Null,Null,Null,Null,Null,Null,50.2663166,Null,Null,Null,68.4014140,62.4868401,62.3996115,Null,59.8623853,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,73.2701208
1,2116,"Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded",Nanded,Un-Aided,211626310,Artificial Intelligence (AI) and Data Science,Null,Null,Null,Null,Null,Null,Null,Null,113567,Null,112801,Null,Null,Null,Null,Null,Null,Null,91410,Null,120853,104701,75336,Null,107913,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,122475,121783,103465,Null,143040,116037,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,91056,Null,Null,Null,Null,Null,Null,Null,Null,37.1297299,Null,37.7324111,Null,Null,Null,Null,Null,Null,Null,55.2709127,Null,29.9996237,44.6898706,65.3263316,Null,42.5530244,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,28.3793174,29.2444305,45.9664342,Null,0.4713805,35.1726957,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,55.2985075
1,2116,"Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded",Nanded,Un-Aided,211629310,Electrical Engineering,Null,Null,Null,Null,Null,Null,Null,Null,142227,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,140110,136328,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,140902,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2.0454204,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5.8976072,11.3993838,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4.2487592,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
1,2116,"Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded",Nanded,Un-Aided,211637210,Electronics and Telecommunication Engg,Null,Null,Null,Null,Null,Null,Null,Null,108227,Null,Null,Null,138121,Null,Null,Null,Null,Null,121575,Null,135456,116161,70207,Null,135147,141958,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,133789,Null,117697,115971,69364,Null,137469,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,126991,Null,Null,Null,Null,Null,Null,Null,Null,42.4233825,Null,Null,Null,9.0956868,Null,Null,Null,Null,Null,29.3464077,Null,12.8630551,35.1345873,68.4014140,Null,13.3188183,2.5710198,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,15.5096512,Null,33.2472877,35.1726957,68.9337823,Null,9.6791335,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,23.5805396
1,2116,"Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded",Nanded,Un-Aided,211661510,Mechanical & Automation Engineering,Null,Null,Null,Null,Null,Null,Null,Null,132243,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,142154,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,17.0292573,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2.2427337,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
1,2116,"Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded",Nanded,Un-Aided,211691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Null,Null,Null,Null,Null,Null,Null,Null,112660,Null,Null,Null,132689,Null,Null,Null,Null,Null,Null,Null,130222,110756,99229,Null,131840,136420,Null,Null,Null,Null,133230,Null,Null,111214,Null,Null,Null,Null,Null,137771,Null,123595,113031,121037,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,75171,Null,Null,Null,Null,Null,Null,Null,Null,38.8357386,Null,Null,Null,16.2430441,Null,Null,Null,Null,Null,Null,Null,19.6543598,39.9066862,49.4761567,Null,17.7025465,11.3993838,Null,Null,Null,Null,15.9127414,Null,Null,39.7875296,Null,Null,Null,Null,Null,9.2832820,Null,27.1450450,37.7324111,29.9996237,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,65.3263316
1,2127,"Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded.",Nanded.,Un-Aided,212719110,Civil Engineering,Null,Null,Null,Null,Null,Null,Null,Null,84188,110894,Null,Null,Null,Null,Null,Null,Null,Null,133581,Null,128717,98865,124693,Null,137450,141106,Null,Null,Null,Null,Null,122986,Null,Null,Null,Null,Null,Null,Null,Null,Null,105814,96476,108350,Null,132120,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,59.9156802,39.7875296,Null,Null,Null,Null,Null,Null,Null,Null,15.5443322,Null,21.5370732,49.5548073,26.0127532,Null,9.7383065,4.0117818,Null,Null,Null,Null,Null,27.6545345,Null,Null,Null,Null,Null,Null,Null,Null,Null,43.6615489,51.0567213,42.4233825,Null,17.5985227,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
1,2127,"Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded.",Nanded.,Un-Aided,212724210,Computer Science and Engineering,98052,Null,Null,Null,Null,Null,Null,Null,33986,67258,Null,Null,62273,53407,Null,50502,Null,Null,53736,Null,51681,42357,46470,Null,57858,80794,Null,86315,Null,Null,54159,56510,Null,Null,Null,Null,Null,Null,Null,58257,Null,43650,40415,38477,Null,46487,54952,Null,120899,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,20451,49.6513702,Null,Null,Null,Null,Null,Null,Null,86.0109616,69.6924231,Null,Null,72.6119403,76.8406961,Null,78.4065273,Null,Null,76.8390440,Null,78.0359147,82.2266135,80.2375547,Null,75.1338688,61.6881259,Null,58.5474069,Null,Null,76.7693871,75.3402820,Null,Null,Null,Null,Null,Null,Null,74.8671904,Null,81.5104589,83.2892137,84.0516274,Null,80.2375547,76.6166542,Null,29.9996237,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,91.7414317
1,2127,"Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded.",Nanded.,Un-Aided,212724610,Information Technology,117180,Null,Null,Null,Null,Null,Null,Null,48699,Null,66483,Null,62487,Null,Null,Null,Null,Null,65506,Null,57118,54172,52403,Null,68682,87067,Null,Null,Null,Null,66757,Null,Null,Null,Null,Null,Null,Null,Null,61119,Null,54699,51170,58028,Null,56795,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,127875,Null,Null,Null,Null,Null,Null,Null,31699,33.8201786,Null,Null,Null,Null,Null,Null,Null,79.4628516,Null,70.2813361,Null,72.3940120,Null,Null,Null,Null,Null,71.1698646,Null,75.1687111,76.7693871,77.4241933,Null,69.2172491,58.1195238,Null,Null,Null,Null,70.2813361,Null,Null,Null,Null,Null,Null,Null,Null,73.2522683,Null,76.6367377,78.1143775,75.0737739,Null,75.1725431,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,22.6551453,Null,Null,Null,Null,Null,Null,Null,86.9095112
1,2127,"Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded.",Nanded.,Un-Aided,212737210,Electronics and Telecommunication Engg,Null,Null,Null,Null,Null,Null,Null,Null,67394,72098,Null,Null,Null,106175,Null,Null,83238,Null,101608,Null,79993,69179,87231,Null,91930,90281,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,70682,69017,85235,Null,69572,94788,Null,Null,Null,Null,101535,124221,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,58083,Null,Null,Null,Null,Null,Null,Null,Null,69.6924231,67.1534217,Null,Null,Null,43.5071268,Null,Null,60.7504090,Null,47.3478734,Null,62.4868401,69.0354573,58.0840122,Null,54.6979992,55.7163295,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,67.9544349,69.0354573,58.8704519,Null,68.8122862,52.5567137,Null,Null,Null,Null,47.3870980,26.2033481,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,75.0737739
1,2127,"Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded.",Nanded.,Un-Aided,212761210,Mechanical Engineering,Null,Null,Null,Null,Null,Null,Null,Null,123795,Null,134289,Null,114181,Null,Null,117365,Null,Null,142210,Null,115092,113276,135789,Null,113331,Null,Null,Null,Null,Null,140185,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,139053,124305,110014,Null,115083,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,26.9098391,Null,14.4711178,Null,36.5842646,Null,Null,33.3408586,Null,Null,2.0804593,Null,36.0298810,37.6936381,12.4194815,Null,37.6936381,Null,Null,Null,Null,Null,5.3729884,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7.5928328,26.2033481,39.9699925,Null,36.0298810,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
1,2129,"M.S. Bidve Engineering College, Latur",Latur,Un-Aided,212919110,Civil Engineering,142124,Null,Null,Null,Null,Null,Null,Null,98968,Null,Null,Null,135094,Null,Null,Null,Null,Null,Null,Null,140899,121137,134870,Null,121629,135236,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,132900,140548,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2.2671015,Null,Null,Null,Null,Null,Null,Null,49.5548073,Null,Null,Null,13.3188183,Null,Null,Null,Null,Null,Null,Null,4.2487592,29.4111028,13.5034179,Null,29.3464077,13.3162279,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,16.2396627,5.0035420,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
1,2129,"M.S. Bidve Engineering College, Latur",Latur,Un-Aided,212924210,Computer Science and Engineering,80836,Null,Null,Null,Null,Null,Null,Null,41130,Null,Null,Null,51845,Null,Null,79807,Null,Null,57637,Null,46552,43380,54009,Null,81636,58761,Null,Null,Null,Null,Null,83689,Null,Null,Null,Null,Null,Null,Null,Null,Null,40639,33678,45212,Null,80941,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,19758,61.6881259,Null,Null,Null,Null,Null,Null,Null,82.8695230,Null,Null,Null,78.0359147,Null,Null,62.4868401,Null,Null,75.1338688,Null,80.2375547,81.8555930,76.7693871,Null,61.4328470,74.1935484,Null,Null,Null,Null,Null,59.9249812,Null,Null,Null,Null,Null,Null,Null,Null,Null,83.1704016,86.0518493,81.0090469,Null,61.6397637,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,92.1155289
1,2129,"M.S. Bidve Engineering College, Latur",Latur,Un-Aided,212924610,Information Technology,103756,Null,Null,Null,Null,Null,Null,Null,52201,Null,Null,Null,Null,63100,Null,Null,81739,Null,62194,Null,65927,57005,56470,Null,72900,108600,Null,Null,Null,Null,65552,Null,Null,73820,Null,Null,Null,Null,Null,67269,Null,63911,56408,58528,Null,67479,76479,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,33786,45.9472716,Null,Null,Null,Null,Null,Null,Null,77.7994669,Null,Null,Null,Null,71.9809302,Null,Null,61.4328470,Null,72.6119403,Null,70.6180504,75.1687111,75.3402820,Null,66.8171727,42.2969628,Null,Null,Null,Null,71.0587355,Null,Null,66.3914919,Null,Null,Null,Null,Null,69.6924231,Null,71.6354089,75.3402820,74.4658288,Null,69.6572694,64.4805659,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,86.0518493
1,2129,"M.S. Bidve Engineering College, Latur",Latur,Un-Aided,212929810,Electrical Engg [Electrical and Power],Null,Null,Null,Null,Null,Null,Null,Null,110372,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,142481,127011,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,140186,128058,127874,Null,139179,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,39.9251777,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.5920361,23.2280676,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5.3729884,22.0314735,22.6551453,Null,7.5516424,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
1,2129,"M.S. Bidve Engineering College, Latur",Latur,Un-Aided,212937610,Electronics Engineering,Null,Null,Null,Null,Null,Null,Null,Null,71130,98522,Null,Null,89153,Null,Null,98115,Null,Null,119757,Null,117909,79205,78727,Null,109378,139108,Null,Null,Null,Null,Null,100662,Null,Null,Null,Null,Null,Null,Null,Null,Null,77938,74294,108876,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,58610,Null,Null,Null,Null,Null,Null,Null,Null,67.7119280,49.6143282,Null,Null,56.6563970,Null,Null,49.6513702,Null,Null,31.6482893,Null,32.8844711,62.7898492,63.6508999,Null,41.0926455,7.5603439,Null,Null,Null,Null,Null,48.0589023,Null,Null,Null,Null,Null,Null,Null,Null,Null,63.9730640,66.0524144,41.1609401,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,74.4658288
1,2129,"M.S. Bidve Engineering College, Latur",Latur,Un-Aided,212961210,Mechanical Engineering,Null,Null,Null,Null,Null,Null,Null,Null,138655,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,128044,52254,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,110613,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7.9296955,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,22.0314735,77.7994669,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,39.9066862,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
