CAP_Round,College Code,Institute,Location,Status,Branch Code,Branch,DEFOPENS_Rank,DEFOBCS_Rank,DEFROBCS_Rank,DEFRNT1S_Rank,DEFRNT2S_Rank,DEFRNT3S_Rank,DEFRSCS_Rank,DEFRVJS_Rank,EWS_Rank,GNT1H_Rank,GNT1O_Rank,GNT1S_Rank,GNT2H_Rank,GNT2O_Rank,GNT2S_Rank,GNT3H_Rank,GNT3O_Rank,GNT3S_Rank,GOBCO_Rank,GOBCS_Rank,GOBCH_Rank,GOPENH_Rank,GOPENO_Rank,GOPENS_Rank,GSCH_Rank,GSCO_Rank,GSCS_Rank,GSTH_Rank,GSTO_Rank,GSTS_Rank,GVJH_Rank,GVJO_Rank,GVJS_Rank,LNT1O_Rank,LNT1S_Rank,LNT2O_Rank,LNT2S_Rank,LNT3O_Rank,LNT3S_Rank,LOBCO_Rank,LOBCS_Rank,LOBCH_Rank,LOPENH_Rank,LOPENO_Rank,LOPENS_Rank,LSCH_Rank,LSCO_Rank,LSCS_Rank,LSTH_Rank,LSTO_Rank,LSTS_Rank,LVJH_Rank,LVJO_Rank,LVJS_Rank,MI_Rank,ORPHAN_Rank,PWDOPENH_Rank,PWDOPENS_Rank,PWDROBC_Rank,PWDROBCS_Rank,PWDRNT2SPWDRNT3S_Rank,PWDRSCS_Rank,PWDSCS_Rank,PWDRVJS_Rank,TFWS_Rank,DEFOPENS_Percentile,DEFOBCS_Percentile,DEFROBCS_Percentile,DEFRNT1S_Percentile,DEFRNT2S_Percentile,DEFRNT3S_Percentile,DEFRSCS_Percentile,DEFRVJS_Percentile,EWS_Percentile,GNT1H_Percentile,GNT1O_Percentile,GNT1S_Percentile,GNT2H_Percentile,GNT2O_Percentile,GNT2S_Percentile,GNT3H_Percentile,GNT3O_Percentile,GNT3S_Percentile,GOBCO_Percentile,GOBCS_Percentile,GOBCH_Percentile,GOPENH_Percentile,GOPENO_Percentile,GOPENS_Percentile,GSCH_Percentile,GSCO_Percentile,GSCS_Percentile,GSTH_Percentile,GSTO_Percentile,GSTS_Percentile,GVJH_Percentile,GVJO_Percentile,GVJS_Percentile,LNT1O_Percentile,LNT1S_Percentile,LNT2O_Percentile,LNT2S_Percentile,LNT3O_Percentile,LNT3S_Percentile,LOBCO_Percentile,LOBCS_Percentile,LOBCH_Percentile,LOPENH_Percentile,LOPENO_Percentile,LOPENS_Percentile,LSCH_Percentile,LSCO_Percentile,LSCS_Percentile,LSTH_Percentile,LSTO_Percentile,LSTS_Percentile,LVJH_Percentile,LVJO_Percentile,LVJS_Percentile,MI_Percentile,ORPHAN_Percentile,PWDOPENH_Percentile,PWDOPENS_Percentile,PWDROBC_Percentile,PWDROBCS_Percentile,PWDRNT2SPWDRNT3S_Percentile,PWDRSCS_Percentile,PWDSCS_Percentile,PWDRVJS_Percentile,TFWS_Percentile
2,1002,"Government College of Engineering, Amravati",Amravati,Government Autonomous,100219110,Civil Engineering,55489,Null,Null,Null,Null,Null,Null,Null,44019,Null,Null,Null,Null,Null,56019,Null,Null,67376,Null,47176,Null,Null,Null,45068,Null,Null,Null,Null,Null,62198,Null,Null,Null,Null,Null,Null,67267,Null,Null,Null,40903,Null,Null,Null,38817,Null,Null,Null,Null,Null,70583,Null,Null,42139,Null,48315,Null,132109,Null,Null,Null,Null,Null,Null,36423,76.0463981,Null,Null,Null,Null,Null,Null,Null,81.2345291,Null,Null,Null,Null,Null,75.8673530,Null,Null,69.6924231,Null,79.8081214,Null,Null,Null,81.0090469,Null,Null,Null,Null,Null,72.6119403,Null,Null,Null,Null,Null,Null,69.6924231,Null,Null,Null,83.0041152,Null,Null,Null,83.8780770,Null,Null,Null,Null,Null,68.3823818,Null,Null,82.2515860,Null,79.5863208,Null,17.5985227,Null,Null,Null,Null,Null,Null,84.9532361
2,1002,"Government College of Engineering, Amravati",Amravati,Government Autonomous,100224210,Computer Science and Engineering,Null,Null,Null,Null,Null,Null,Null,Null,10039,Null,Null,Null,Null,Null,Null,Null,Null,16999,Null,6987,Null,Null,Null,6729,Null,Null,15657,Null,Null,34266,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4564,Null,Null,Null,Null,Null,54440,Null,Null,Null,Null,7092,Null,Null,Null,Null,Null,Null,Null,Null,8433,Null,Null,Null,Null,Null,Null,Null,Null,96.0680883,Null,Null,Null,Null,Null,Null,Null,Null,93.2108027,Null,97.3291438,Null,Null,Null,97.3887196,Null,Null,93.8067312,Null,Null,85.9219677,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,98.2315536,Null,Null,Null,Null,Null,76.7173434,Null,Null,Null,Null,97.2654813,Null,Null,Null,Null,Null,Null,Null,Null,96.7339025
2,1002,"Government College of Engineering, Amravati",Amravati,Government Autonomous,100224610,Information Technology,Null,Null,26155,Null,Null,Null,Null,Null,12547,Null,Null,Null,Null,Null,11000,Null,Null,24223,Null,11739,Null,Null,Null,10554,Null,Null,18304,Null,Null,44560,Null,Null,20344,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7642,Null,Null,20360,Null,Null,Null,Null,Null,Null,Null,11206,Null,Null,Null,Null,Null,Null,Null,Null,11559,Null,Null,89.3951296,Null,Null,Null,Null,Null,95.0827713,Null,Null,Null,Null,Null,95.6910814,Null,Null,90.1789743,Null,95.3975994,Null,Null,Null,95.8828395,Null,Null,92.6711629,Null,Null,81.1192722,Null,Null,91.7514817,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,97.0482604,Null,Null,91.7514817,Null,Null,Null,Null,Null,Null,Null,95.6542890,Null,Null,Null,Null,Null,Null,Null,Null,95.4923430
2,1002,"Government College of Engineering, Amravati",Amravati,Government Autonomous,100229310,Electrical Engineering,131259,Null,Null,Null,Null,Null,Null,Null,40631,Null,Null,Null,Null,Null,44580,Null,Null,Null,Null,35670,Null,Null,Null,28186,Null,Null,46913,Null,Null,93403,Null,Null,48417,Null,Null,Null,Null,Null,85978,Null,Null,Null,Null,Null,25067,Null,Null,35282,Null,Null,82552,Null,Null,Null,Null,32215,Null,87477,Null,Null,Null,Null,Null,Null,18889,18.2192293,Null,Null,Null,Null,Null,Null,Null,83.1704016,Null,Null,Null,Null,Null,81.1192722,Null,Null,Null,Null,85.1907088,Null,Null,Null,88.4658665,Null,Null,80.0408747,Null,Null,53.6496624,Null,Null,79.5208170,Null,Null,Null,Null,Null,58.7124464,Null,Null,Null,Null,Null,89.8061335,Null,Null,85.3534944,Null,Null,60.9799222,Null,Null,Null,Null,86.8382436,Null,58.0840122,Null,Null,Null,Null,Null,Null,92.4568642
2,1002,"Government College of Engineering, Amravati",Amravati,Government Autonomous,100237210,Electronics and Telecommunication Engg,Null,Null,Null,Null,Null,Null,Null,Null,16345,Null,Null,Null,Null,Null,Null,Null,Null,31133,Null,15122,Null,Null,Null,14528,Null,Null,27293,Null,Null,Null,Null,Null,30973,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,116855,Null,Null,Null,Null,15356,Null,Null,Null,Null,Null,Null,Null,Null,16371,Null,Null,Null,Null,Null,Null,Null,Null,93.4958740,Null,Null,Null,Null,Null,Null,Null,Null,87.2113119,Null,94.0316823,Null,Null,Null,94.2498036,Null,Null,88.8028432,Null,Null,Null,Null,Null,87.2266503,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,34.1365462,Null,Null,Null,Null,93.9373698,Null,Null,Null,Null,Null,Null,Null,Null,93.4958740
2,1002,"Government College of Engineering, Amravati",Amravati,Government Autonomous,100246610,Instrumentation Engineering,64644,Null,Null,Null,Null,Null,Null,Null,66106,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,62352,Null,Null,Null,52345,Null,Null,79348,Null,Null,64209,Null,Null,62944,Null,85417,Null,Null,Null,Null,Null,Null,Null,Null,Null,50051,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,64271,Null,Null,Null,Null,Null,Null,46217,71.3590844,Null,Null,Null,Null,Null,Null,Null,70.6180504,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,72.6119403,Null,Null,Null,77.7994669,Null,Null,62.7898492,Null,Null,71.4000828,Null,Null,71.9809302,Null,58.7429854,Null,Null,Null,Null,Null,Null,Null,Null,Null,78.5775598,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,71.4000828,Null,Null,Null,Null,Null,Null,80.6210251
2,1002,"Government College of Engineering, Amravati",Amravati,Government Autonomous,100261210,Mechanical Engineering,129672,Null,Null,Null,Null,Null,Null,Null,46753,Null,Null,45732,Null,Null,55195,Null,Null,53772,Null,45302,Null,Null,Null,40569,Null,Null,61636,Null,Null,102337,Null,Null,Null,Null,Null,Null,90999,Null,Null,Null,56729,Null,Null,Null,56026,Null,Null,80444,Null,Null,Null,Null,Null,141330,Null,45314,Null,45215,Null,Null,Null,Null,Null,Null,30957,20.3198986,Null,Null,Null,Null,Null,Null,Null,80.0793682,Null,Null,80.8641005,Null,Null,76.2843676,Null,Null,76.8390440,Null,81.0090469,Null,Null,Null,83.2373857,Null,Null,73.1851907,Null,Null,46.4534231,Null,Null,Null,Null,Null,Null,55.2985075,Null,Null,Null,75.1725431,Null,Null,Null,75.8673530,Null,Null,62.3996115,Null,Null,Null,Null,Null,3.7523084,Null,80.9858625,Null,81.0090469,Null,Null,Null,Null,Null,Null,87.2266503
2,1005,"Sant Gadge Baba Amravati University,Amravati",Amravati,University Department,100550310,Food Technology,59970,Null,Null,Null,Null,Null,Null,Null,106376,Null,Null,Null,Null,Null,Null,Null,128042,Null,Null,Null,107595,73995,Null,Null,109829,100653,Null,88654,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,39830,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,75293,Null,Null,Null,Null,Null,Null,Null,68388,73.4246062,Null,Null,Null,Null,Null,Null,Null,43.5071268,Null,Null,Null,Null,Null,Null,Null,22.0314735,Null,Null,Null,42.5955447,66.3914919,Null,Null,40.6521983,48.0589023,Null,56.7405028,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,83.3890161,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,65.3263316,Null,Null,Null,Null,Null,Null,Null,69.3042857
2,1005,"Sant Gadge Baba Amravati University,Amravati",Amravati,University Department,100551710,Oil and Paints Technology,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,62430,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,72.3940120,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
2,1005,"Sant Gadge Baba Amravati University,Amravati",Amravati,University Department,100552410,Paper and Pulp Technology,129360,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,99606,Null,Null,Null,108240,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,134533,Null,Null,122456,Null,Null,131416,Null,Null,Null,Null,90400,Null,Null,Null,Null,Null,Null,Null,Null,20.9244385,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,49.2213366,Null,Null,Null,42.4233825,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,13.8442673,Null,Null,28.3793174,Null,Null,18.2192293,Null,Null,Null,Null,55.7163295,Null,Null,Null,Null,Null,Null,Null,Null
2,1005,"Sant Gadge Baba Amravati University,Amravati",Amravati,University Department,100552710,Petro Chemical Engineering,67806,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,111853,129584,42149,Null,60541,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,74432,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,110636,Null,Null,Null,Null,Null,Null,Null,Null,69.6572694,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,38.9925740,20.3198986,82.2515860,Null,73.3779089,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,65.9622938,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,39.9066862,Null,Null,Null,Null,Null,Null,Null,Null
2,1012,"Government College of Engineering,Yavatmal",Yavatmal,Government Home University : Sant Gadge Baba Amravati University,101219110,Civil Engineering,81362,Null,Null,Null,Null,Null,Null,Null,99118,Null,Null,Null,109460,106214,Null,Null,Null,Null,107314,Null,98682,76027,84150,Null,111339,104136,Null,142185,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,117771,Null,97834,60565,91522,Null,85834,Null,Null,81791,131804,Null,Null,Null,Null,Null,86565,75603,Null,Null,Null,Null,Null,Null,Null,51863,61.4332053,Null,Null,Null,Null,Null,Null,Null,49.4761567,Null,Null,Null,41.0926455,43.5071268,Null,Null,Null,Null,42.9215913,Null,49.6143282,65.0367935,59.9156802,Null,39.4392454,45.8483896,Null,2.1291696,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,33.2472877,Null,50.2663166,73.3779089,55.2709127,Null,58.7124464,Null,Null,61.4328470,17.7025465,Null,Null,Null,Null,Null,58.1382561,65.1075350,Null,Null,Null,Null,Null,Null,Null,78.0359147
2,1012,"Government College of Engineering,Yavatmal",Yavatmal,Government Home University : Sant Gadge Baba Amravati University,101224510,Computer Engineering,92453,Null,125905,Null,Null,Null,Null,Null,27109,55710,Null,Null,Null,Null,Null,Null,Null,Null,24708,Null,33199,33038,23277,Null,37501,Null,Null,Null,75879,Null,Null,46796,Null,Null,Null,39771,Null,Null,Null,20144,Null,31293,25903,Null,Null,37000,28016,Null,Null,Null,Null,Null,Null,Null,Null,24822,108457,Null,Null,Null,Null,Null,Null,Null,22451,54.0043616,Null,24.5412844,Null,Null,Null,Null,Null,88.9154021,75.8958975,Null,Null,Null,Null,Null,Null,Null,Null,89.9663300,Null,86.2561357,86.3437564,90.5702023,Null,84.4304792,Null,Null,Null,65.0367935,Null,Null,80.0793682,Null,Null,Null,83.3890161,Null,Null,Null,91.8049290,Null,87.0718315,89.4065093,Null,Null,84.5084815,88.5960295,Null,Null,Null,Null,Null,Null,Null,Null,89.9662416,42.4233825,Null,Null,Null,Null,Null,Null,Null,90.9043132
2,1012,"Government College of Engineering,Yavatmal",Yavatmal,Government Home University : Sant Gadge Baba Amravati University,101229310,Electrical Engineering,68896,Null,Null,Null,Null,Null,Null,Null,83768,Null,Null,Null,94518,Null,Null,133104,Null,Null,68470,Null,72431,66372,64804,Null,86899,77398,Null,104307,Null,Null,Null,Null,Null,Null,Null,Null,Null,70245,Null,Null,Null,64884,62837,Null,Null,78665,70416,Null,Null,Null,Null,Null,Null,Null,Null,67791,69531,Null,Null,Null,Null,Null,Null,Null,48462,69.0354573,Null,Null,Null,Null,Null,Null,Null,59.9249812,Null,Null,Null,52.7422372,Null,Null,15.9315290,Null,Null,69.3042857,Null,66.9527897,70.5106049,71.2687819,Null,58.1195238,64.0952985,Null,45.8483896,Null,Null,Null,Null,Null,Null,Null,Null,Null,68.4014140,Null,Null,Null,71.2687819,72.3082536,Null,Null,63.6508999,68.3823818,Null,Null,Null,Null,Null,Null,Null,Null,69.6572694,68.9337823,Null,Null,Null,Null,Null,Null,Null,79.5208170
2,1012,"Government College of Engineering,Yavatmal",Yavatmal,Government Home University : Sant Gadge Baba Amravati University,101237210,Electronics and Telecommunication Engg,98187,Null,Null,Null,Null,Null,Null,Null,52764,Null,Null,Null,66704,Null,Null,85464,Null,Null,49668,Null,57938,55127,46465,Null,64671,Null,Null,124095,Null,Null,Null,Null,Null,131961,Null,Null,Null,Null,Null,49252,Null,Null,49831,48305,Null,61449,85295,Null,Null,Null,Null,97596,Null,Null,Null,48738,52683,Null,Null,Null,Null,Null,Null,Null,35890,49.6513702,Null,Null,Null,Null,Null,Null,Null,77.4193548,Null,Null,Null,70.2813361,Null,Null,58.7429854,Null,Null,78.7120349,Null,75.0737739,76.2843676,80.2375547,Null,71.3590844,Null,Null,26.7750310,Null,Null,Null,Null,Null,17.5985227,Null,Null,Null,Null,Null,79.2648162,Null,Null,78.5775598,79.5863208,Null,73.1851907,58.8704519,Null,Null,Null,Null,50.2663166,Null,Null,Null,79.4628516,77.4193548,Null,Null,Null,Null,Null,Null,Null,85.1782223
2,1012,"Government College of Engineering,Yavatmal",Yavatmal,Government Home University : Sant Gadge Baba Amravati University,101261210,Mechanical Engineering,80215,Null,Null,Null,Null,Null,Null,Null,107387,Null,132486,Null,Null,Null,Null,126065,Null,Null,70675,Null,91392,87547,56429,Null,98768,83515,Null,Null,Null,Null,102116,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,93890,87771,Null,Null,125633,Null,Null,Null,Null,Null,Null,Null,Null,Null,76291,90903,Null,Null,Null,Null,Null,Null,Null,Null,62.3996115,Null,Null,Null,Null,Null,Null,Null,42.9215913,Null,16.9363708,Null,Null,Null,Null,24.5412844,Null,Null,67.9544349,Null,55.2709127,58.0840122,75.3402820,Null,49.5548073,59.9249812,Null,Null,Null,Null,46.8567142,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,53.1660451,57.7272051,Null,Null,24.8864926,Null,Null,Null,Null,Null,Null,Null,Null,Null,64.4805659,55.4490884,Null,Null,Null,Null,Null,Null,Null,Null
2,1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Shegaon,Un-Aided,110124210,Computer Science and Engineering,Null,Null,Null,Null,Null,Null,Null,Null,17006,Null,Null,Null,Null,33060,Null,Null,Null,Null,Null,Null,16748,15532,13705,Null,Null,Null,Null,Null,42258,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,17917,13966,20122,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,93.2108027,Null,Null,Null,Null,86.3437564,Null,Null,Null,Null,Null,Null,93.2969235,93.8260094,94.6161590,Null,Null,Null,Null,Null,82.2515860,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,92.8392664,94.4442262,91.8049290,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
2,1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Shegaon,Un-Aided,110124610,Information Technology,32008,Null,Null,Null,Null,Null,Null,Null,23953,Null,Null,Null,Null,Null,Null,Null,Null,Null,16889,Null,20770,20165,16055,Null,Null,Null,Null,Null,Null,Null,Null,68831,Null,Null,Null,Null,Null,Null,Null,Null,Null,20595,19776,22293,Null,Null,Null,Null,Null,100237,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,86.8476463,Null,Null,Null,Null,Null,Null,Null,90.2424513,Null,Null,Null,Null,Null,Null,Null,Null,Null,93.2464234,Null,91.6889238,91.8049290,93.6017282,Null,Null,Null,Null,Null,Null,Null,Null,69.2172491,Null,Null,Null,Null,Null,Null,Null,Null,Null,91.7186508,92.1155289,90.9958615,Null,Null,Null,Null,Null,48.9725355,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
2,1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Shegaon,Un-Aided,110135610,Electrical Engg[Electronics and Power],117631,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,61837,Null,Null,50002,56949,Null,66884,69136,Null,Null,99871,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,55620,Null,Null,Null,Null,Null,Null,Null,53054,Null,Null,Null,Null,Null,Null,Null,44764,33.2472877,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,73.0265619,Null,Null,78.5775598,75.1725431,Null,69.7774101,69.0354573,Null,Null,49.0455617,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,75.8958975,Null,Null,Null,Null,Null,Null,Null,77.0079706,Null,Null,Null,Null,Null,Null,Null,81.0352521
2,1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Shegaon,Un-Aided,110137210,Electronics and Telecommunication Engg,Null,Null,55216,Null,Null,Null,Null,Null,45338,Null,Null,Null,41320,85760,Null,Null,Null,Null,34020,Null,38460,29669,33180,Null,59934,66975,Null,138364,34409,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,27916,36897,Null,46538,58052,Null,36217,Null,Null,Null,Null,Null,Null,36915,130845,Null,Null,Null,Null,Null,Null,Null,16593,Null,Null,76.2843676,Null,Null,Null,Null,Null,80.9858625,Null,Null,Null,82.5401330,58.7429854,Null,Null,Null,Null,86.0109616,Null,84.2006246,87.9332333,86.3437564,Null,73.4246062,69.7774101,Null,8.7187144,85.8062103,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,88.6173431,84.5084815,Null,80.2375547,75.0737739,Null,85.1488129,Null,Null,Null,Null,Null,Null,84.5084815,18.8110994,Null,Null,Null,Null,Null,Null,Null,93.3965459
2,1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Shegaon,Un-Aided,110161210,Mechanical Engineering,Null,Null,Null,Null,Null,Null,Null,Null,78233,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,70535,65400,94943,Null,Null,109848,Null,66271,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,110438,Null,Null,60967,106333,Null,Null,Null,Null,66015,81058,Null,Null,Null,Null,Null,Null,70313,Null,Null,Null,Null,Null,Null,Null,38229,Null,Null,Null,Null,Null,Null,Null,Null,63.6910141,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,68.3823818,71.1698646,52.5567137,Null,Null,40.6521983,Null,70.5106049,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,39.9251777,Null,Null,73.2701208,43.5071268,Null,Null,Null,Null,70.6180504,61.6397637,Null,Null,Null,Null,Null,Null,68.3823818,Null,Null,Null,Null,Null,Null,Null,84.2081516
2,1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Amravati,Un-Aided Autonomous,110519110,Civil Engineering,96962,Null,Null,Null,Null,Null,Null,Null,131167,Null,Null,131471,Null,Null,Null,Null,Null,Null,Null,91123,Null,Null,Null,87756,Null,Null,112909,Null,Null,126867,Null,Null,98558,Null,Null,Null,121156,Null,100568,Null,89389,Null,Null,Null,81905,Null,Null,109404,Null,Null,96404,Null,Null,Null,Null,95143,Null,96665,Null,Null,Null,Null,Null,Null,53850,50.8083922,Null,Null,Null,Null,Null,Null,Null,18.4453326,Null,Null,18.1280678,Null,Null,Null,Null,Null,Null,Null,55.2985075,Null,Null,Null,57.7272051,Null,Null,37.7324111,Null,Null,23.5805396,Null,Null,49.6143282,Null,Null,Null,29.4111028,Null,48.0589023,Null,56.6563970,Null,Null,Null,61.4328470,Null,Null,41.0926455,Null,Null,51.4762755,Null,Null,Null,Null,52.5521047,Null,51.0567213,Null,Null,Null,Null,Null,Null,76.8390440
2,1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Amravati,Un-Aided Autonomous,110524210,Computer Science and Engineering,90934,Null,Null,Null,Null,Null,Null,Null,22630,Null,Null,32710,Null,Null,43908,Null,Null,Null,Null,27460,Null,Null,Null,26936,Null,Null,27324,Null,Null,103315,Null,Null,33402,Null,Null,Null,Null,Null,Null,Null,24826,Null,Null,Null,23071,Null,Null,36303,Null,Null,96520,Null,Null,Null,Null,27585,Null,Null,Null,Null,Null,Null,Null,Null,14996,55.4490884,Null,Null,Null,Null,Null,Null,Null,90.8072168,Null,Null,86.5566392,Null,Null,81.4853713,Null,Null,Null,Null,88.7938441,Null,Null,Null,88.9904805,Null,Null,88.8028432,Null,Null,46.1690466,Null,Null,86.1668982,Null,Null,Null,Null,Null,Null,Null,89.9662416,Null,Null,Null,90.6251228,Null,Null,85.1488129,Null,Null,51.0567213,Null,Null,Null,Null,88.7549097,Null,Null,Null,Null,Null,Null,Null,Null,94.0441452
2,1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Amravati,Un-Aided Autonomous,110524610,Information Technology,81476,Null,Null,Null,Null,Null,Null,Null,45677,Null,Null,Null,Null,Null,44741,Null,Null,Null,Null,34997,Null,Null,Null,33450,Null,Null,41841,Null,Null,35413,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,31913,Null,Null,Null,30922,Null,Null,Null,Null,Null,35281,Null,Null,Null,Null,35367,Null,35167,Null,Null,Null,Null,Null,Null,Null,61.4332053,Null,Null,Null,Null,Null,Null,Null,80.8641005,Null,Null,Null,Null,Null,81.0352521,Null,Null,Null,Null,85.4445126,Null,Null,Null,86.1668982,Null,Null,82.3346823,Null,Null,85.3410413,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,86.8476463,Null,Null,Null,87.2543136,Null,Null,Null,Null,Null,85.3534944,Null,Null,Null,Null,85.3410413,Null,85.4157370,Null,Null,Null,Null,Null,Null,Null
2,1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Amravati,Un-Aided Autonomous,110526310,Artificial Intelligence (AI) and Data Science,28424,Null,Null,Null,Null,Null,Null,Null,69713,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,38417,Null,Null,52197,Null,Null,38531,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,37724,Null,Null,Null,31641,Null,Null,Null,Null,Null,35829,Null,Null,47546,Null,Null,Null,27937,Null,Null,Null,Null,Null,Null,Null,88.2803409,Null,Null,Null,Null,Null,Null,Null,68.8122862,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,84.2006246,Null,Null,77.7994669,Null,Null,84.0516274,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,84.3950599,Null,Null,Null,86.9739855,Null,Null,Null,Null,Null,85.1782223,Null,Null,79.7907966,Null,Null,Null,88.6173431,Null,Null,Null,Null,Null,Null,Null
