CAP_Round,College Code,Institute,Location,Status,Branch Code,Branch,DEFOPENS_Rank,DEFOBCS_Rank,DEFROBCS_Rank,DEFRNT1S_Rank,DEFRNT2S_Rank,DEFRNT3S_Rank,DEFRSCS_Rank,DEFRVJS_Rank,EWS_Rank,GNT1H_Rank,GNT1O_Rank,GNT1S_Rank,GNT2H_Rank,GNT2O_Rank,GNT2S_Rank,GNT3H_Rank,GNT3O_Rank,GNT3S_Rank,GOBCO_Rank,GOBCS_Rank,GOBCH_Rank,GOPENH_Rank,GOPENO_Rank,GOPENS_Rank,GSCH_Rank,GSCO_Rank,GSCS_Rank,GSTH_Rank,GSTO_Rank,GSTS_Rank,GVJH_Rank,GVJO_Rank,GVJS_Rank,LNT1O_Rank,LNT1S_Rank,LNT2O_Rank,LNT2S_Rank,LNT3O_Rank,LNT3S_Rank,LOBCO_Rank,LOBCS_Rank,LOBCH_Rank,LOPENH_Rank,LOPENO_Rank,LOPENS_Rank,LSCH_Rank,LSCO_Rank,LSCS_Rank,LSTH_Rank,LSTO_Rank,LSTS_Rank,LVJH_Rank,LVJO_Rank,LVJS_Rank,MI_Rank,ORPHAN_Rank,PWDOPENH_Rank,PWDOPENS_Rank,PWDROBC_Rank,PWDROBCS_Rank,PWDRNT2SPWDRNT3S_Rank,PWDRSCS_Rank,PWDSCS_Rank,PWDRVJS_Rank,TFWS_Rank,DEFOPENS_Percentile,DEFOBCS_Percentile,DEFROBCS_Percentile,DEFRNT1S_Percentile,DEFRNT2S_Percentile,DEFRNT3S_Percentile,DEFRSCS_Percentile,DEFRVJS_Percentile,EWS_Percentile,GNT1H_Percentile,GNT1O_Percentile,GNT1S_Percentile,GNT2H_Percentile,GNT2O_Percentile,GNT2S_Percentile,GNT3H_Percentile,GNT3O_Percentile,GNT3S_Percentile,GOBCO_Percentile,GOBCS_Percentile,GOBCH_Percentile,GOPENH_Percentile,GOPENO_Percentile,GOPENS_Percentile,GSCH_Percentile,GSCO_Percentile,GSCS_Percentile,GSTH_Percentile,GSTO_Percentile,GSTS_Percentile,GVJH_Percentile,GVJO_Percentile,GVJS_Percentile,LNT1O_Percentile,LNT1S_Percentile,LNT2O_Percentile,LNT2S_Percentile,LNT3O_Percentile,LNT3S_Percentile,LOBCO_Percentile,LOBCS_Percentile,LOBCH_Percentile,LOPENH_Percentile,LOPENO_Percentile,LOPENS_Percentile,LSCH_Percentile,LSCO_Percentile,LSCS_Percentile,LSTH_Percentile,LSTO_Percentile,LSTS_Percentile,LVJH_Percentile,LVJO_Percentile,LVJS_Percentile,MI_Percentile,ORPHAN_Percentile,PWDOPENH_Percentile,PWDOPENS_Percentile,PWDROBC_Percentile,PWDROBCS_Percentile,PWDRNT2SPWDRNT3S_Percentile,PWDRSCS_Percentile,PWDSCS_Percentile,PWDRVJS_Percentile,TFWS_Percentile
3,3183,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Mumbai,Un-Aided Religious Minority - Muslim,318361210,Mechanical Engineering,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,58388,83241,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,130393,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,74.8671904,60.7504090,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,19.1048437,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
3,3183,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Mumbai,Un-Aided Religious Minority - Muslim,318391110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,13425,54970,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,41344,31577,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,94.6808113,76.6166542,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,82.4643661,86.9739855,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
3,3183,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Mumbai,Un-Aided Religious Minority - Muslim,318392010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,37873,49774,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,41454,137400,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,60724,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,84.2884307,78.7120349,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,82.4643661,9.7383065,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,73.3779089,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
3,3184,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Mumbai,Un-Aided Religious Minority - Christian,318424510,Computer Engineering,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5227,9370,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,20093,Null,Null,Null,Null,Null,Null,Null,Null,Null,5395,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,97.9903627,96.3409192,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,91.8892630,Null,Null,Null,Null,Null,Null,Null,Null,Null,97.9324706
3,3184,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Mumbai,Un-Aided Religious Minority - Christian,318461210,Mechanical Engineering,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,40191,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,24641,93748,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,33891,Null,Null,Null,Null,Null,Null,Null,Null,Null,29950,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,83.3483950,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,89.9938688,53.1660451,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,86.0392540,Null,Null,Null,Null,Null,Null,Null,Null,Null,87.6984872
3,3184,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Mumbai,Un-Aided Religious Minority - Christian,318490010,Electronics and Computer Science,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,11513,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,15973,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,95.5065881,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,93.6308986,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
3,3184,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Mumbai,Un-Aided Religious Minority - Christian,318499510,Artificial Intelligence and Data Science,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,13086,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,14028,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,73686,Null,Null,Null,Null,Null,Null,Null,Null,Null,8992,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,94.8522260,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,94.4089337,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,66.4309764,Null,Null,Null,Null,Null,Null,Null,Null,Null,96.5051241
3,3185,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Mumbai,Un-Aided Autonomous Linguistic Minority - Sindhi,318524510,Computer Engineering,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4721,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1774,Null,Null,Null,Null,Null,Null,Null,Null,Null,48677,Null,Null,Null,Null,Null,Null,Null,Null,Null,3785,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,98.1729598,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,99.2724300,Null,Null,Null,Null,Null,Null,Null,Null,Null,79.4628516,Null,Null,Null,Null,Null,Null,Null,Null,Null,98.5080728
3,3185,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Mumbai,Un-Aided Autonomous Linguistic Minority - Sindhi,318524610,Information Technology,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,6562,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7396,Null,Null,Null,Null,Null,Null,Null,Null,Null,75321,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,97.4862048,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,97.1470401,Null,Null,Null,Null,Null,Null,Null,Null,Null,65.3263316,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
3,3185,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Mumbai,Un-Aided Autonomous Linguistic Minority - Sindhi,318537210,Electronics and Telecommunication Engg,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,13563,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,16685,Null,Null,Null,Null,Null,Null,Null,Null,Null,15093,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,94.6270116,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,93.3857089,Null,Null,Null,Null,Null,Null,Null,Null,Null,94.0316823
3,3185,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Mumbai,Un-Aided Autonomous Linguistic Minority - Sindhi,318590010,Electronics and Computer Science,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,9965,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,11471,Null,Null,Null,Null,Null,Null,Null,Null,Null,10454,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,96.1252417,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,95.5068431,Null,Null,Null,Null,Null,Null,Null,Null,Null,95.9022823,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
3,3185,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Mumbai,Un-Aided Autonomous Linguistic Minority - Sindhi,318591610,Automation and Robotics,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,16965,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,30482,Null,Null,Null,Null,Null,Null,Null,Null,Null,26028,Null,Null,Null,Null,Null,Null,Null,Null,Null,15485,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,93.2167123,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,87.4817577,Null,Null,Null,Null,Null,Null,Null,Null,Null,90.5839348,Null,Null,Null,Null,Null,Null,Null,Null,Null,93.8565297
3,3185,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Mumbai,Un-Aided Autonomous Linguistic Minority - Sindhi,318599510,Artificial Intelligence and Data Science,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7478,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7852,Null,Null,Null,Null,Null,Null,Null,Null,Null,130627,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,97.1224198,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,96.9767961,Null,Null,Null,Null,Null,Null,Null,Null,Null,18.9046135,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
3,3187,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Navi Mumbai,Un-Aided,318719110,Civil Engineering,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,63834,Null,98459,Null,27517,134720,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,115133,90001,55693,Null,112241,Null,Null,Null,Null,Null,Null,133374,Null,Null,Null,21938,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,71.6671025,Null,49.6143282,Null,88.7549097,13.6087239,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,36.0298810,55.8997381,75.8958975,Null,38.9045575,Null,Null,Null,Null,Null,Null,15.6886806,Null,Null,Null,91.1342735,Null,Null,Null,Null,Null,Null,Null,Null
3,3187,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Navi Mumbai,Un-Aided,318724510,Computer Engineering,Null,Null,Null,Null,Null,Null,Null,Null,21662,Null,Null,Null,Null,Null,Null,Null,Null,Null,39625,Null,21759,18799,29387,Null,29131,50648,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,17533,17290,40579,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,12690,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,91.2518343,Null,Null,Null,Null,Null,Null,Null,Null,Null,83.4053417,Null,91.2278745,92.4624424,88.0695638,Null,88.0771545,78.3430016,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,93.0452675,93.1024197,83.2373857,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,95.0262566,Null,Null,Null,Null,Null,Null,Null,Null
3,3187,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Navi Mumbai,Un-Aided,318724610,Information Technology,56904,Null,Null,Null,Null,Null,Null,Null,29132,Null,Null,Null,Null,Null,Null,Null,Null,Null,53187,Null,24146,21841,42559,Null,32102,58012,Null,24440,Null,Null,Null,Null,Null,Null,Null,54792,Null,Null,Null,Null,Null,Null,22238,Null,Null,38774,111185,Null,Null,35252,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,18548,75.1725431,Null,Null,Null,Null,Null,Null,Null,88.0771545,Null,Null,Null,Null,Null,Null,Null,Null,Null,76.9213416,Null,90.1850615,91.2254517,82.2034564,Null,86.8453057,75.0737739,Null,90.0942655,Null,Null,Null,Null,Null,Null,Null,76.6166542,Null,Null,Null,Null,Null,Null,91.0138421,Null,Null,83.8780770,39.7875296,Null,Null,85.3534944,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,92.5560269
3,3187,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Navi Mumbai,Un-Aided,318737210,Electronics and Telecommunication Engg,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,43505,81197,Null,54241,Null,Null,Null,82116,Null,Null,84614,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,40600,Null,Null,Null,Null,Null,Null,Null,43349,Null,Null,Null,Null,Null,Null,Null,59877,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,81.8534982,61.6397637,Null,76.7173434,Null,Null,Null,61.2935921,Null,Null,59.8623853,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,83.2373857,Null,Null,Null,Null,Null,Null,Null,81.8555930,Null,Null,Null,Null,Null,Null,Null,73.6426530
3,3187,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Navi Mumbai,Un-Aided,318750710,Chemical Engineering,Null,Null,Null,Null,Null,Null,Null,Null,97728,Null,Null,Null,105696,Null,Null,Null,Null,Null,105181,Null,140963,85859,132597,Null,102862,Null,Null,94925,104010,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,107615,Null,76037,Null,Null,Null,Null,87195,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,50.2663166,Null,Null,Null,44.0513989,Null,Null,Null,Null,Null,44.4766130,Null,4.1972993,58.7124464,16.3662375,Null,46.4499379,Null,Null,52.5567137,45.9472716,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,42.5955447,Null,65.0367935,Null,Null,Null,Null,58.1195238,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
3,3187,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Navi Mumbai,Un-Aided,318761210,Mechanical Engineering,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,114094,Null,Null,Null,Null,126288,88427,Null,Null,Null,Null,Null,132270,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,104776,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,36.5842646,Null,Null,Null,Null,24.1305891,56.7405028,Null,Null,Null,Null,Null,17.0292573,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,44.6898706,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
3,3187,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Navi Mumbai,Un-Aided,318791810,Civil and infrastructure Engineering,Null,Null,Null,Null,Null,Null,Null,Null,88407,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,85470,Null,Null,Null,75428,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,56.7405028,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,58.7429854,Null,Null,Null,65.1075350,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
3,3187,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Navi Mumbai,Un-Aided,318799510,Artificial Intelligence and Data Science,58704,Null,Null,Null,Null,Null,Null,Null,33022,Null,Null,Null,Null,Null,Null,Null,Null,Null,59933,Null,29091,26649,54096,Null,Null,Null,Null,Null,55973,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,28493,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,74.4658288,Null,Null,Null,Null,Null,Null,Null,86.3550668,Null,Null,Null,Null,Null,Null,Null,Null,Null,73.4246062,Null,88.0771545,89.1600241,76.7693871,Null,Null,Null,Null,Null,75.8673530,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,88.2803409,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
3,3188,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",Mumbai,Un-Aided,318824510,Computer Engineering,89504,Null,Null,Null,Null,Null,Null,Null,29907,Null,Null,Null,Null,Null,Null,Null,57890,Null,40469,Null,26700,22341,34626,Null,Null,Null,Null,109563,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,58211,Null,Null,21432,50556,Null,Null,Null,Null,Null,108324,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,20235,55.9130075,Null,Null,Null,Null,Null,Null,Null,87.6993762,Null,Null,Null,Null,Null,Null,Null,75.1338688,Null,83.2373857,Null,89.1600241,90.9958615,85.6187666,Null,Null,Null,Null,40.6521983,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,74.8671904,Null,Null,91.2940735,78.4065273,Null,Null,Null,Null,Null,42.4233825,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,91.7707151
3,3188,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",Mumbai,Un-Aided,318824610,Information Technology,Null,Null,Null,Null,Null,Null,Null,Null,35683,Null,Null,Null,Null,Null,Null,Null,Null,Null,61657,Null,32511,27106,54368,Null,35981,64985,Null,Null,71733,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,63860,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,24888,22796,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,85.1907088,Null,Null,Null,Null,Null,Null,Null,Null,Null,73.1851907,Null,86.6370673,88.9154021,76.7173434,Null,85.1782223,71.2687819,Null,Null,67.3938217,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,71.6671025,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,89.9662416,90.7704894,Null,Null,Null,Null,Null,Null,Null,Null
3,3188,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",Mumbai,Un-Aided,318826310,Artificial Intelligence (AI) and Data Science,Null,Null,Null,Null,Null,Null,Null,Null,36664,Null,Null,Null,Null,Null,Null,54584,Null,Null,Null,Null,32831,24111,25853,Null,35274,60560,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,40507,Null,44472,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,27674,Null,Null,Null,Null,Null,Null,Null,Null,84.7409510,Null,Null,Null,Null,Null,Null,76.6367377,Null,Null,Null,Null,86.3770498,90.1850615,89.4065093,Null,85.3534944,73.3779089,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,83.2373857,Null,81.1192722,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,88.6736154
3,3189,"Bharati Vidyapeeth College of Engineering, Navi Mumbai",Navi Mumbai,Un-Aided,318924510,Computer Engineering,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,14605,12238,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,17728,13555,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,94.2244022,95.2175544,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,92.8619655,94.6270116,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
